Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
860,39,Too fussy and too big in the wrong places,"I tried this on in a medium in the store and it was too big overall. i thought it was a nice concept for a feminine, whimsical top so i ordered a small online. but even then a small is still too big (and i usually wear a medium or an 8 in tops). maybe if it was slimmer through the ribs/waist area it could work but it just ends up looking maternity-ish and too voluminous everywhere below the bust. the front was too short, as well (stopped higher than what is shown on the model and i'm assuming sh",2,0,2,General,Tops,Knits
1087,36,Thinking of returning,"This dress has been one that i just adored online and in the store so i was happy when i bought it on sale. i have worn this dress one time, thinking that i would love it. the problem is that as i wore it, the dress continued to stretch out of shape and just did nothing for my curvy bottom half. the dress just looked pulled and stretched out of shape. i would say that it may be the yarn and that it has too much give or at least more give than i want.",3,0,1,General Petite,Dresses,Dresses
867,39,Fun and unique!,Fun blouse for spring with enough details to make it unique and dressy. very comfortable fit. banded bottom which is loose enough to still be comfortable. dresses up a pair of jeans quite nicely!,5,1,0,General Petite,Tops,Knits
1084,60,Perfect dress,"This is the most perfect dress i've ever bought. i'm 5'8"" and the length was perfect. the cut is flattering and very slimming. the fabric is gorgeous and the pattern is stunning. please offer more dresses in this cut!!",5,1,0,General,Dresses,Dresses
862,42,Excellent staple tee,"I love this top! i purchased the gray simply because i felt it would go with more. i can pair it with blue jeans, my pink pilcro chinos, and even my turquoise pilcro shorts. i love that this tee doesn't have the rolled sleeves, so it's a little more finished looking. i tried on both the small and medium and both fit, but i preferred the tapered fit of the small and ultimately went with that. for reference, i'm 5'8"", 140 lbs, 32d chest. i do think $58 is hefty for a t-shirt, so you could roll the",5,1,2,General,Tops,Knits
965,26,Perfect winter coat,Love this coat! super soft and cozy!! did not realize the sleeves are built in to the jacket. wasn't too excited at first but once i tried it on i fell in love. great quality!,5,1,0,General Petite,Jackets,Jackets
1094,58,Love this dress,The little details are just beautiful. the embroidery and tassels are so cute. loose fitting just floats over the body. feels very light.,5,1,3,General,Dresses,Dresses
829,49,Perfect fall shirt,Comfortable and soft are two of my favorite words when it comes to clothes. this shirt meets both requirement. it is a great length and can be casual and dressed up. must have for fall and winter.,5,1,1,General,Tops,Blouses
1081,38,Disappointed,"This dress has been in my inbox for a long time and when it went on sale i purchased it right away. i am a size 4 petite in everything retailer and have not had a problem with fit, if anything i might have to size down. i purchased a 4 petite in this dress and i couldn't zip it all the way up. it was as if i was trying to get into a 0 petite.  i don't even think a size 6 would fit. there is something not right with the make of this particular dress i received. even if the fit was perfect i didn't",1,0,1,General Petite,Dresses,Dresses
1054,50,Bad fit,"I had high hopes for this jumpsuit for a holiday party but it is a very odd fit. i'm normally a 10-12, preferably a petite. i ordered this in a large and i couldn't begin to zip it up. it also ran extremely short in the crotch area. very pretty print but it's going back!",3,0,0,General,Bottoms,Pants
1081,39,Love this dress!!!,I love this dress! would like to see one.september make it in sky like their meda lace top. runs a little big. i normally wear a l but the m fit perfectly.,4,1,0,General,Dresses,Dresses
829,35,"Beautiful color, unflattering fit","Loved the color! loved the scallops! wish i loved it on me. the poplin fabric is very structured, which doesn't lend to a nice drape. the bottom hem was a little small for my curvy hips, so the top rode up a bit on me. looks lovely on a straighter figure, but wasn't amazing for me.",3,0,1,General Petite,Tops,Blouses
1072,41,Strange shape,"I'm not really sure what the designer was trying to accomplish with this dress. the fabrics and details are pretty but the shape is really strange. for one thing, the dress has a very straight cut so there is not a lot of room for movement and the thin belt makes the shape even worse. i felt like i was wearing a really fancy garbage bag. also, the way the bottom flares out is just strange considering the cut and length. i really wanted to like this dress but unfortunately it was a complete miss",2,1,10,General,Dresses,Dresses
939,39,Love so much i got three,"I love everything about this jacket so much that i had to buy three colors (grey/rust/teal). not only is it figure flattering, it's warm, water repellent, easily layered and well made. the little pop of color contrast added to the stripe seam makes it unique. i would say sizing is tts to a bit large. the only thing that would improve the coat is better finishing of the hems.",5,1,0,General,Tops,Sweaters
1094,22,,"This dress! the picture doesn't do the dress justice. its so beautiful, well made, and unique. lots of beading and detailing for the price. i'm super happy with my purchase !",5,1,1,General,Dresses,Dresses
1094,34,Not good,I'm not sure why this dress is getting great reviews. the plunging neckline is ridiculous and ran down to the underwire of my bra and the slit up the side came up to the upper part of my thigh. it was one of the worst fitting/cut dresses i've every tried on at retailer. i'm 5'4 125. maybe you have to be 6 feet tall and 90 pounds for this dress to not look like a bad renaissance faire costume.,1,0,0,General,Dresses,Dresses
1095,31,,"This reminded me of big bird in person and just adds volume to your body. i'm thin and usually wear a size 0, so i'm not sure who this may look good on.",1,0,3,General,Dresses,Dresses
1077,28,,It's a bit baggy (i'm normally a 6/8 medium but went with the small here). i debated for a while but finally went for it on sale and i'm so glad. the colors are just gorgeous in person. delicate stitching on the shoulders adds a feminine touch. great with my jean jacket which gathers up the extra material just right. looks great with summer sandals and booties for fall. i love love love this dress!,5,1,0,General Petite,Dresses,Dresses
293,46,,"This is probably my new favorite bathing suit. the colors are a tad different than in the picture, but still really pretty",5,1,0,Initmates,Intimate,Swim
898,60,Great color and design!,I love the sweater online and even more in person! i paired it with a long sleeve top with a bell sleeve and it looked great!! very bohemian look!,5,1,0,General,Tops,Fine gauge
1110,69,,"Color not as vibrant as in the picture. skirt is darted, which is not clearly seen in the picture. (assumed would be cut on the bias, which i'm more familiar with in slip dresses.) i didn't fill in the bust and the style is such that it isn't possible to compensate with helpful undergarments. while not for me, i'm still recommending it because it may fit others better. reviewers are instructed to avoid writing about customer service, but i feel compelled to note that the customer service i have",3,1,0,General,Dresses,Dresses
1099,51,Love!,"I just love this dress - so comfortable and flattering. maeve has had some great dresses this summer, but this one may be my favorite. this one could easily been worn in to fall with a sweater or jacket.",5,1,0,General Petite,Dresses,Dresses
833,32,Great top - beautiful details,Highly recommend this top. received lots of compliments on the day that i wore. recommend wearing with a tank top.,5,1,1,General,Tops,Blouses
872,31,Details and versatility,This top is easy to dress up with a blazer or wear casually with jeans and trainers. so many nice details and a great fit!,5,1,0,General Petite,Tops,Knits
895,62,Gorgeous!,I wish they would have shown this belted as it is beyond striking if you slip you belt thru the top of the slit.under the fabric and bring thru the front belting only the front leaving the back full...stunning and chic! because of the colors this will be incredible in the fall...i plan to wear with all my on trend overalls and booties...madly in love with it. i am certain if all these 1 star reviwes played with it in the fashion they too would have given 5 stars. the knit is beautiful and again,5,1,2,General,Tops,Fine gauge
1066,26,Loved these!,"I tried these in store, didn't have much hope as flare usually looks terrible on me (small waist and athletic, fuller legs). but surprisingly these work great. they seem to very good quality and the flare is super cute and on trend. i do think they run a little small. i am almost always a 2/26, but i took these in a 4. they didn't have a 2 in store for me to compare but i think they would have been too tight. highly recommend!",5,1,1,General,Bottoms,Pants
1055,36,,"I typically wear a 4/6 but am a little bigger right now, so i went with the medium. was so excited to get these but was very disappointed when i tried them on. they look beautiful, but there is no lining, leaving the fabric uncomfortable. they were also huge! definitely make sure you size down if you d",3,0,3,General Petite,Bottoms,Pants
855,43,Not for the petite,"I love the design and color of this cardigan, and the way it was styled in the store display made me snatch one up right away. but unfortunately, it's huge and shapeless (i tried size xs/s) and i'm a waif (5'2"", 105#) - i think it could drape nicely on a tall woman but if you are small to average in height it'll hang down somewhere mid-thigh or even lower. you can snug up the ties, as they are threaded through the cardigan like a drawstring, but that just made it look bunchy and even more shapel",3,1,6,General,Tops,Knits
869,66,New favorite summer blouse,"The details on this blouse - lace inset in front and sheer back - look just as great in person as they do in the photos. the fabric is wonderful too; the knit has enough heft that it doesn't show every body imperfection or detail in your bra. it held up well through its first wash and ironing as well. as others have noted, the style is versatile - easy to wear with a cardigan or blazer at work or to pair with skinny jeans or shorts on the weekend. i was also positively impressed by the color sin",5,1,5,General,Tops,Knits
278,27,Original workout leggings,"These leggings were everything i expected them to be. they are well made, and the material is thick enough that i can wear them outside in the colder months of the year. the pattern on the website is accurate, and the waistband is comfortable and flattering. would definitely buy again!",5,1,0,Initmates,Intimate,Lounge
1068,45,Love these,"These joggers are soo cute. they fit great!!
i seriously love them!! i have worn them so often
i may have to ban myself from them for a week.
i am 5'4 and the length was perfect for a jogger pant.
i got an xs because the small looked too baggy. 
the xs loosened up a little after wearing them and are perfect.",5,1,0,General,Bottoms,Pants
1072,52,Love,"I love this dress so much, very detailed and comfortable. looks great with the pilcro vest.",5,1,0,General,Dresses,Dresses
863,41,The tee that goes with everything,"I have worn this to work, errands, yoga. it's a great tee. love it!",5,1,0,General,Tops,Knits
1153,29,I love this dress!,"Fabulous dress. i was looking for that one dress that i could spend a little money on and wear to a variety of events, mostly weddings. i received tons of compliments and was very comfortable in it. the hooks on the front of the dress to start to unhook themselves if you don't really clamp down on them, but that was the only issue. i don't know how flattering this would be on shorter ladies, only because it ends right around your knees.",5,1,1,General,Dresses,Dresses
881,35,Runs large!,"What a great shirt. however, none of the ones i saw in store are colored like the picture. the front of them are all a deep blue color, no tie-dyed effect or whatever you're seeing on the online pics. the shirt runs large. i am an 8/10 38c and the smaller size was plenty big. i can't imagine how the larger size would have looked! i think this top will go with many things, including as a cover up over dresses.",5,1,1,General Petite,Tops,Knits
895,40,Beautiful and unique but the fit is not the best,"I love this sweater and the sleeves are amazing. i also love the purple color, which is more of a deep maroon. the material seems to be of good quality. what i don't love about this sweater is the shape. it is very swingy, which is somewhat flattering because it isn't too clingy, but it poofs out a bit too much on the sides, becoming unflattering from certain angles.",4,1,0,General Petite,Tops,Fine gauge
1078,32,"Close, but no","I really, really wanted to take this home with me but decided against it. from the front this dress looks amazing when it was belted and i love the colors in it. however, it bunched like crazy in the back. i tried it without the belting and it just hung like a sack and was completely unflattering. if there were some way to get rid of the bunching in the back then i would have taken it home. but with the cost of the dress, i can't justify taking it to a tailor so it stayed. sigh. so close.",3,0,1,General,Dresses,Dresses
633,25,,Sleeves were a bit too long and the size was too big but it's really cute and if they had a smaller size i would definitely have exchanged!,4,1,1,General,Bottoms,Shorts
1081,41,"Runs big, a bit sloppy looking and overpriced.","I was thoroughly underwhelmed. it did not hang well, and the fit seemed off. the tie waist just sort of hung there. i could have sized down, but i didn't even want to bother. it was pretty boring and flimsy for $138.",2,0,0,General Petite,Dresses,Dresses
829,53,,I saw this top online and read the reviews so i passed when i went into the store. when i went in again i thought i would give it a try. so glad i did ! it fits great and is way way prettier in person ! i ended up buying it and so glad i did !,4,1,7,General Petite,Tops,Blouses
862,39,Chic cardigan,"The color of this cardigan is beautiful, and the material is very soft.",4,1,0,General,Tops,Knits
1094,43,Perfect summer dress!,I had eyed this simple yet stylish dress for awhile but hadn't tried it on yet. i managed to snag the orange version during the tag sale - $40 for maeve?? it is super flattering and will be a wardrobe staple for years.,5,1,0,General Petite,Dresses,Dresses
1078,35,Awesome dress!,"I am so crazy about this dress. i got it in the mail today and just love it!  no, it's not lined but it's not see through so no big deal. i was afraid the tie would add bulk but i look very thin. i just need to call for a price adjustment since i payed full price!",5,1,0,General,Dresses,Dresses
815,38,So soft and beautiful,This top runs a tad big. it's beautiful in person and sooooo soft. definitely an retailer staple top. material and cut is great,5,1,6,General,Tops,Blouses
862,46,"Very soft material, color is different in person","I ordered a size xl. it's flowy so it could be running larger but since the fit in the shoulders/neck/sleeves matches the model, i think it's true-to-size for the design. it is so comfortable. i love the softness of the material. the problem for me is the color. on my monitor, it looks like a light ivory or white. but, the embroidered lace bib portion is a darker ivory shade that doesn't work for my complexion so i'll be returning mine. everything is well-made though, especially the vintage-styl",5,1,5,General Petite,Tops,Knits
1104,44,Way too much fabric,"I loved the look of this online and ordered the xs as maeve seems to run large and that was the smallest size offered. the length was good for me (only 5'4""). the elastic top fit well (32b) but then from there it was too much fabric. i thought this would be a straight fit or a slight a-line but it was just a huge amount of fabric on me...several inches on both sides big. i think with the large ruffle along the top and the tremendous amount of fabric hanging down from the dress underneath the ruf",3,1,0,General,Dresses,Dresses
867,56,"Simple, light","This is a simple, light-weight tunic top. the construction is fine. overall, i'm happy to see a basic executed well.",5,1,10,General Petite,Tops,Knits
1072,46,Beautiful and different,"This dress is really pretty, but the fit is off. it is not fitted at the waist which made the back look poofy. also, the arm length is not flattering; it needs to be either longer or shorter. additionally, if one was to wear it a lot, the felting might start to fray.",4,0,12,General Petite,Dresses,Dresses
909,39,True to size but short,"I ordered both colors in xxs (xs p and xxs p were both sold out at the time sale came on): verdict, fits really nicely, but short. i would have to wear this with higher rise pants or pencil skirt (like the red one is pictures with a polka dot skirt). i decided to keep the red one, because it is a bot more unique, i do have a few navy tops. the xxs fits ""fitted"" (can't think of another way of saying it), so i like it as it will go nicely with looser bottoms. i love the sleeves, the ruffles make t",5,1,1,General Petite,Tops,Fine gauge
1077,29,Love it!,"When i saw this dress i knew i had to have it! i loved the colors and design. i am a wedding planner and dresses with pockets are my ""uniform""
i was a little concerned after reading some of the other reviews, but i ordered anyway and am glad i did! it fits perfect and looks just like the photo.",5,1,0,General,Dresses,Dresses
864,60,Gorgeous,"This shirt is nothing like the online pictures. it's a stunner in person. ended up with the black one though i was torn between it and the white. i would agree with some other reviewers that it has little to no give across the chest so i bought a l due to broad shoulders. the m fit like a glove and i was afraid it might tear if i raised arms or reached for something. not sure if a large busted girl would be comfortable. though i sized up, it didn't affect the way it hangs and it hangs beautifull",5,1,0,General,Tops,Knits
830,32,Classic & elegant,This top is gorgeous in person! i'm in love with it! it's perfect for the holiday season. it runs a little big and long so i suggest going down a size for a more tailored fit.,5,1,0,General,Tops,Blouses
1107,48,Love it!,"I love this cotton weave shift dress. it is supposed to be loose and not tight. i purchased a medium and fits the way i see it should fit. ref: 34dd, 148 lb; 5'4 height. hits above the knee but office appropriate as not too short. i paired it with a few seasons ago, the navy blue suede fringe jacket by retailer elevenses; new necklace in the blue motif from retailer ( it has a hanging druzy pendant) navy hose and navy crew neck long sleeve top.  great outfit for work and an after work party at retailer",5,1,1,General Petite,Dresses,Dresses
820,55,Absolutely gorgeous!,"When i walked into my retailer store i was immediately drawn to this top. the online photo really does not do it justice. in person, it is stunning. i'm petite and usually a size 4, but the only sizes available were a 0 and a 6. it looked large so i tried the 0. it actually fit much better than i expected, considering i have a 32dd bust, but the seam across the chest was too tight. however i did not have a problem with the armholes, even going down two sizes. i have narrow shoulders, so maybe that",5,1,3,General Petite,Tops,Blouses
830,58,Love but a little too much flow,"I love the details and design of this top- my only issue is the top is a bit too ""flowy"".",3,1,0,General,Tops,Blouses
833,34,Beautiful top!,"I have to disagree with earlier reviewers who suggested this top isn't flattering for larger-breasted women. i'm breastfeeding, so i currently have dds that are the bane of my existence, and i was very happy with the way this top fit across my chest. i didn't give it a full 5 stars for aesthetic/design only because i wish it were a bit longer. it hit me below my waist, but not below the crotch of my jeans where it hits the model (possibly because she is not burdened by swollen breasts). the shir",4,1,4,General Petite,Tops,Blouses
936,30,,"I purchased this in the coral color and i am very happy with it. i find it to run true to size, has a nice stretch to it, but fits close to the body. the coral is gorgeous and looks very nice with my olive skin. the only odd thing i have found is the sweater seems to have random darker fibers. i looked at all of them in this color in store and they all had some dark fibers... strange. but, i have worn a few times already and i am very happy.",4,1,0,General Petite,Tops,Sweaters
1022,32,Comfy jeans,"I ordered these jeans on sale based on the great reviews, but when the arrived the color looked different from the online pictures. i don't love the color but decided to try them on anyway since i've never tried ag before. well they are so soft and comfortable and fit great! i didn't want to take them off, so i ended up keeping them. now ag is my favorite brand for jeans!",5,1,0,General,Bottoms,Jeans
1047,33,Highly recommend,"I loved these online and am even more in love since receiving them in the mail. the band on top is a great touch for these flowy pants! i'm 5'9 and they are still a little long, but other than that they are perfect.",5,1,0,General,Bottoms,Pants
1011,54,Dramatic in every way,"Love the clean lines, the texture, and the slight sheen on this skirt which does run a bit large in the waist. the online photos are very true to what the fabric looks like. it is a stiffer, but lightweight fabric so the skirt stands away from the body. the quality of the finish is excellent and i really appreciate the hidden zipper and pockets.
.
fit: runs large in the waist. the size 2 i have measures 27"" on the top inside of the waistband, and i think the model is wearing a size too loose oth",4,1,0,General Petite,Bottoms,Skirts
872,42,Great gift!,I ordered this for my friend and she loved it!,4,1,0,General,Tops,Knits
995,35,Comfortable and beautiful!,This skirt is true to size and very comfortable on! the colors are beautiful and deep! so glad i snagged this on sale! it will be a great piece to dress up or down depending on where i am going! love it! get it while you can!,4,1,0,General,Bottoms,Skirts
1082,40,Great for summer to fall,The issues the other reviewers mentioned didn't bother me as i don't have the prior years version to compare. i love the color and feel of the fabric.  a little heavier and great for early fall layering. the armholes weren't big for me but i got a small and would normally be a medium. the cut works great for a very curvy petite frame. it doesn't add bulk but does flatter a larger chest. i can see why this doesn't work for taller ladies as the pockets and hip do flare with the heavier fabric but,4,1,0,General,Dresses,Dresses
860,40,,"I really like this top. i am usually a medium in retailer clothing and so i ordered this in medium. it did not fit right across my chest, the empire part cut right across my breast and not underneath like it is supposed to. i returned the top for a large and it fits just right in that area. other than that this top is light and airy, flowy and pretty. i love it!",4,1,0,General,Tops,Knits
1081,29,Great basic,This dress fits great. i love that it's fitted at the top but drapery and swingy at the bottom.  it has a thicker t-shirt type fabric.  i will definitely style this with a variety of necklaces or a scarf and cardigan for cooler weather.  it's much cuter in person.  for reference i'm 5'4 105 and got xs.,5,1,2,General Petite,Dresses,Dresses
834,46,"So comfortable, flattering & with a great print","I ordered the navy in size xl and it fits me just as it does the model. this top is definitely one of my favorite retailer purchases. the cut is very flattering. i love how they designed the tunic to have a closer fit on top, the arms and through the top of the waist and then flow out. i'm a pear-shape and worried the bottom layer might accent my hips, but it all flows really nicely. the arms aren't tight. they're not loose but aren't too poofy.

the material washed well too, without static (a pro",5,1,28,General Petite,Tops,Blouses
1060,35,Super comfy,"Super soft, super comfy pants. pain in the butt to iron out the wrinkles they came with.",4,1,1,General,Bottoms,Pants
1074,36,,Love this dress but wish the lining was full length - will be removing this liner and using a different slip underneath!,4,1,4,General Petite,Dresses,Dresses
945,44,Unique design,"I really wanted to like this sweater. it was featured in the dressing room and i am a sucker for animal prints. the dog print is unique, a ""mossy"" fuzzy print, and the grey really shows off the dog print. i like regular xs because i like the fitted look (i am 5ft2in, 34b, 26 waist, 36 hips), the hem falls at my upper hip and the sleeves fall a bit pass my wrists. but, if you do not wear a turtleneck under it, you will scratch all day long. the designer should try on the fabric before selling it!",3,1,0,General,Tops,Sweaters
879,56,A structured t shirt finally! tts for most!,"This must be the only structured t shirt at retailer at the time of this review. i love it. the neckline is perfection. the ruched sleeves are long enough to cover my upper arms. i found it a bit see through, and added a white cami.

sizing: i ordered an xs. normally i wear a small in retailer brands, and a med in most other brands. size small t's have been too large lately. i'm 5'5"" tall, 135 lbs, 35-29-36, 34d, long torso, narrow across the shoulders, and short arms. 

fit: loose fitting t's l",5,1,19,General Petite,Tops,Knits
927,28,Truly retailer,"This. this you have to buy! i just tried it on in our new store the other night and am in love. gorgeous details went into the sweater coat. it's thinner than most, which is nice when you want to look lovely but don't quite need to bundle up! i plan on purchasing after christmas if it's still around!",5,1,0,General,Tops,Sweaters
899,45,Great fall cardigan,"Very comfortable, well made, great with leggings or skinny jeans.",5,1,1,General,Tops,Fine gauge
1022,42,Crimson prima,"The prima is soft and silky. they fit true to size, maybe a little tight in the waist. while the color is more of a wine it looks nice with a lot of my fall blouses and sweaters. you will be pleased with this purchase.",4,1,0,General,Bottoms,Jeans
375,39,,I think it's a little on the long side and the sleeves are a little tight but otherwise i really like this jacket. it's lightweight for summer and yet more stylish than the other long sleeve things i grab in case i get cold.,4,1,0,Initmates,Intimate,Lounge
482,64,Great summer dress,This dress is amazing and spans multiple uses. i brought it to st. john with me and used it as an after swim dress as well as a going out on the town dress. it is flattering and a light but durable material. the only thing that was even remotely challenging was that i needed to adjust my bra straps to be hidden. overall i loved the dress and totally recommend it.,5,1,9,Initmates,Intimate,Lounge
1025,66,Most comfortably jeans ever,These are literally the most comfortable and the softest jeans i have ever owned. i just got them a few weeks ago and i'm already obsessed with them. they have the perfect amount of stretch that makes them flattering and comfortable but they don't stretch out like all my other jeans do. i ordered my usual size 28 and they fit great! can't recommend these enough!,5,1,2,General,Bottoms,Jeans
939,67,Lots of style,"This is a great coat, very lightweight, but warm. the color is gorgeous. it is fitted at the waist with fullness below and a great length. i am writing this review to give a heads up about the sizing. by usual retailer sizing this runs small and short waisted. i am generally an retailer x small and i need to exchange this one for a small or maybe even a medium (if i want to wear much underneath it). as it is it fits too well, like a dress, not a coat and looks short waisted. in fact, when i tr",5,1,26,General,Tops,Sweaters
1094,44,,"I was confused by this dress. the heavy fabric made me think of winter but the cut and print are springy. it's also not lined and the material is not exactly soft. i put it back. cute, but missed the mark.",3,0,0,General Petite,Dresses,Dresses
830,51,,"Adorable top! sweet but not too sweet, can go either casual or dressy depending on what it is paired with. i was looking for cropped tops as that silhouette works better for my proportions with the plethora of cropped bottoms that are in stores. as another reviewer mentioned, it is lined so no cami is necessary. the label says dry clean only however, i have washed it in a mesh bag on gentle in cold water and hung to dry without any issues. the dry cleaning warning may be because of the lace on t",5,1,2,General,Tops,Blouses
1047,41,,"I purchased these pants in blue, they fit great - only problem is that one leg is about 1/2 inch longer than the other. i got them on sale with a discount so i will keep them and take them to a tailor to fix. bummer.",3,1,0,General,Bottoms,Pants
1095,50,More of an a-line than straight,"There were no reviews when i purchased this dress. from the picture with the model, the dress looks to be a straight shift dress. i received mine yesterday and the dress flairs out and isn't straight. it is also pretty large. i ordered a medium as the smalls were sold out and i'm not sure i will keep it. still on the fence. dress is shorter than pictured as well. sleeves are shorter than shown. now, after having seen the dress and looking at the online picture, i think the model is holding her a",2,0,3,General,Dresses,Dresses
1081,39,Not flattering on *me*,"I recommend this dress for people who do not have my body type. the dress is very comfortable and nicely designed. my torso is a bit barrel chested with a large bust so the fabric both wrapped and billowed out unattractively, causing the waistband to ride up and the skirt to pouf out over my tummy. if your body is more like the model, this is a flattering dress. for reference i am 5'3"" 36dd 140# and ordered the medium petite. perhaps if i bought the non-petite version or sized down maybe it will",4,1,22,General Petite,Dresses,Dresses
1020,43,Amazing alternative to a denim skirt!,"Oh my god - i love this skirt. i first order the size 4 and immediately called customer service and had them send me a 2. i found it be be both plenty stretchy (great for moving, sitting, etc) but runs on the large size. but the fit is amazing. i love the length - a perfect knee-skimmer for me (5'9""). i love the color (green) and the pockets and button fly are so fun without being too much! i've tried it on with several tops and sweaters in my closet and this skirt is going to be one that i can",5,1,0,General,Bottoms,Skirts
862,47,Too wide and short,"I ordered this in white and it's quite sheer. as others have noted, it is really full and it hits at mid-hip which doesn't work on my figure. if it had been a few inches longer and more of a tunic, or less voluminous, it could have worked but nope.",2,0,1,General,Tops,Knits
868,59,,I am not a bright clothing person but adore this top. if this is the right red for you i highly recommend.! it is a beautiful bright red no orange tones so really works with my skin tones. it is a very comfy shirt and although it is a stretchy fabric it did not show any lumps or bumps in the upper back. has a beautiful flow to it and looks not only great with jeans but really cute with a patterned sweater pencil skirt i bought at retailer a couple years ago and always with a good old black pencil,5,1,5,General,Tops,Knits
1094,35,Runs a little big for hd,"Agree with other reviewers : this dress is surprisingly nice weight/quality fabric. it's also very swingy. i find i am usually a size 10 in hd in paris items (m in deletta and s/m in meadow rue, for comparison) since i'm a 34d i find hd in paris items to leave too little room for larger busts so i size up. in this dress i'm going to try for the m, since the l i ordered was too big, the swingyness leaves lots of room if you are an hourglass shape and the sleeves were roomy without being too big.",4,1,0,General,Dresses,Dresses
1094,41,Retro-mod yum,This dress is a zillion times cuter in real life. it's very retro-swingy and girlish- it reminds me of something mia farrow would've worn in her rosemary's baby era. i have the black version and i've paired mine with tall black gladiator sandals for a more sultry nighttime look and also flip flops for beachy summer days. i think it's a total steal at the sale price.,5,1,5,General Petite,Dresses,Dresses
1095,31,Great buy!,"Fit is true to size but keep in mind this dress has a ""box-like"" fit. i am debating whether to have mine taken in a little under the arms.
the material isn't what i expected but i still love it. the dress has a more textured/thick fabric instead of the light, somewhat silky fabric that the photo portrays.
i am very happy with the color!",4,1,9,General,Dresses,Dresses
172,70,Soft and beautiful,"Looks better in person than the pictures online. very soft and comfortable. if you are between sizes, size down. it is roomy with a lot of material that drapes in the front. just know that this sweater is short in the back and does not cover your backside.",5,1,2,Initmates,Intimate,Sleep
967,42,Glam up any outfit,I love this kimono! the material and construction are beautiful but the one size fits all may be too big for a petite frame. you can throw it over the simplest outfit and make an instant glamour statement!,5,1,4,General,Jackets,Jackets
1081,32,Great dress!,"This is one of the best things i've ever purchased at retailer. it's comfortable, stylish, and flattering. i ordered it in black, and i'm now ordering the green as well. i usually wear small in the dolan line, and this is no exception. i am 5'2"", 135 lbs, athletic build, and the regular small fits perfectly.",5,1,0,General Petite,Dresses,Dresses
1094,42,Lovely,"Absolutely lovely dress, in a gorgeous color, drapes well. the perfect blend of pretty and sexy. so much more beautiful in person!",5,1,0,General Petite,Dresses,Dresses
819,35,"Big fan, but the snap is a little tricky.","This is a beautiful and classic blouse. great fit and flow. however, the silk is very light and the snap falls off easily; tricky to sew back on since the fabric is so delicate.",5,1,0,General,Tops,Blouses
872,52,Heavier fabric & flattering,"I tried this on even though i usually am not interested in cowlneck tops. the fabric is heavier, so it is not good for hot weather. the fabric is a weave of lighter and darker colors - you can see if you zoom in, so it has an interesting texture. very flattering because it is fitted and not boxy.",5,1,1,General Petite,Tops,Knits
940,39,Love it!!!,"My new favorite sweater for layering!! perfect color, length and fit. i am 5""4, 125 and purchased my usual small. if you're on the fence about this one i say try it on it's totally worth it!",5,1,2,General,Tops,Sweaters
1081,22,Fabulous dress!!!!!!!!!!!,"Love love love this dress! quality and fabric are terrific, design is a little 50s throwback! fits well and flatters the body!",5,1,1,General Petite,Dresses,Dresses
1123,36,"Nice cut, runs a little small","I love this jacket. i have not worn it yet, as the weather is still very warm, but i am looking forward to wearing this a lot this fall. the cropped cut is very flattering and the vegan leather very soft, i followed the other reviews and ordered one size up and it;s perfect. i am normally a size 4 and went with he medium. the plum color is quite neutral in person. i also love the printed lining. i did notice quite a few long threads around the lining sewing, i hope this is just an overlooked pos",5,1,0,General,Jackets,Outerwear
1078,34,Great dress!,"I bought this dress for fall and will get a lot of wear out of it! the fit is perfect - loose, but structured. plan to pair with booties over the coming months!",5,1,0,General Petite,Dresses,Dresses
460,25,So adorable,This romper is adorable!!! i love the long sleeves!,5,1,0,General,Bottoms,Shorts
1020,39,Great skirt,This skirt is adorable. there is no give to it though. i usually wear a 4/6 and got the 4 and i can't gain a pound or it won't zip. it is perfect for spring and summer. i'm 5'8 135.,5,1,0,General,Bottoms,Skirts
1077,28,Liked but too big,"Really liked this dress, but it ran too big for me.",3,1,1,General,Dresses,Dresses
974,62,White is not white,"This is a very nice jacket in a pretty textured fabric. it seems to fit tts, and the cut is very flattering. however - the ""white"" is actually ivory. not a big deal, unless you were trying to match an outfit with pure white in it. still on the fence about whether to keep it or not.",4,1,13,General,Jackets,Jackets
1077,46,,"Love  this dress, beautiful!",5,1,0,General Petite,Dresses,Dresses
304,34,Perfect,"Soft and comfy without being too thick or too warm. flattering cut. quality material and construction. fully opaque, so no show-though. true to size (i'm 5'8"", 140 lbs, my usual size small is perfect). could not improve upon these joggers. love, love, love.",5,1,0,Initmates,Intimate,Lounge
859,60,,"I like this blouse very much but my work is extremely conservative so i chose to return it. it really pops, even though it is just black and white. it has some sparkles in it.",4,1,0,General,Tops,Knits
1033,54,Ideal proportions,"The most disappointing thing about buying flare jeans when you're 5'4"" is taking them to the tailor to have a chunk of what makes them flares hacked off. not so with the petite 31"" inseam on these!!! love the perfect amount of stretch, the rise is high but not too high and the flare is perfect. definitely recommend.",5,1,4,General Petite,Bottoms,Jeans
